餐饮服务,2.982093804,,,,,,,,,,,,,
住宿服务,0.2883324,,,,,,,,,,,,,
购物服务,4.396053849,,,,,,,,,,,,,
风景名胜,0.08745696,,,,,,,,,,,,,
商务住宅,0.907927981,,,,,,,,,,,,,
地名地址信息,1.644858024,,,,,,,,,,,,,
通行设施,0.461505884,,,,,,,,,,,,,
公共设施,0.42887269,,,,,,,,,,,,,
金融保险服务,0.453093772,,,,,,,,,,,,,
交通设施服务,0.9338895,,,,,,,,,,,,,
摩托车服务,0.004786202,,,,,,,,,,,,,
道路附属设施,0.002320583,,,,,,,,,,,,,
室内设施,0.052503184,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
公司企业,1.098882056,,,,,,,,,,,,,
汽车服务,0.060526394,,,,,,,,,,,,,
医疗保健服务,0.286912436,,,,,,,,,,,,,
生活服务,1.804899544,,,,,,,,,,,,,
科教文化服务,0.519734823,,,,,,,,,,,,,
汽车销售,0.014110448,,,,,,,,,,,,,
政府机构及社会团体,0.389522621,,,,,,,,,,,,,
体育休闲服务,0.350038123,,,,,,,,,,,,,
汽车维修,0.020794344,,,,,,,,,,,,,
餐饮服务,2.497549238,,,,,,,,,,,,,
住宿服务,0.280104764,,,,,,,,,,,,,
购物服务,3.742981909,,,,,,,,,,,,,
风景名胜,0.250893662,,,,,,,,,,,,,
商务住宅,0.669627385,,,,,,,,,,,,,
地名地址信息,1.628023844,,,,,,,,,,,,,
通行设施,0.330605313,,,,,,,,,,,,,
公共设施,0.526294943,,,,,,,,,,,,,
金融保险服务,0.219454594,,,,,,,,,,,,,
交通设施服务,0.640044955,,,,,,,,,,,,,
摩托车服务,0.006188793,,,,,,,,,,,,,
道路附属设施,0.001980414,,,,,,,,,,,,,
室内设施,0,,,,,,,,,,,,,
0,,,,,,,,,,,,,,
公司企业,1.924575843,,,,,,,,,,,,,
汽车服务,0.110886158,,,,,,,,,,,,,
医疗保健服务,0.385895594,,,,,,,,,,,,,
生活服务,2.740094023,,,,,,,,,,,,,
科教文化服务,0.829538268,,,,,,,,,,,,,
汽车销售,0.024020432,,,,,,,,,,,,,
政府机构及社会团体,0.533645762,,,,,,,,,,,,,
体育休闲服务,0.504723201,,,,,,,,,,,,,
汽车维修,0.037550308,,,,,,,,,,,,,
餐饮服务,3.425705784,,,,,,,,,,,,,
住宿服务,0.333638899,,,,,,,,,,,,,
购物服务,3.888368719,,,,,,,,,,,,,
风景名胜,0.09843475,,,,,,,,,,,,,
商务住宅,0.96336639,,,,,,,,,,,,,
地名地址信息,1.536621355,,,,,,,,,,,,,
通行设施,0.422563519,,,,,,,,,,,,,
公共设施,0.46325119,,,,,,,,,,,,,
金融保险服务,0.431093224,,,,,,,,,,,,,
交通设施服务,0.964738986,,,,,,,,,,,,,
摩托车服务,0.003921703,,,,,,,,,,,,,
道路附属设施,0.002549107,,,,,,,,,,,,,
室内设施,0,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
公司企业,2.004205313,,,,,,,,,,,,,
汽车服务,0.137574281,,,,,,,,,,,,,
医疗保健服务,0.248020106,,,,,,,,,,,,,
生活服务,2.328217298,,,,,,,,,,,,,
科教文化服务,0.654866459,,,,,,,,,,,,,
汽车销售,0.016663474,,,,,,,,,,,,,
政府机构及社会团体,0.237072123,,,,,,,,,,,,,
体育休闲服务,0.365549919,,,,,,,,,,,,,
汽车维修,0.052807916,,,,,,,,,,,,,
餐饮服务,2.801154046,,,,,,,,,,,,,
住宿服务,0.22612414,,,,,,,,,,,,,
购物服务,3.457630502,,,,,,,,,,,,,
风景名胜,0.052566416,,,,,,,,,,,,,
商务住宅,0.758791794,,,,,,,,,,,,,
地名地址信息,0.8177177,,,,,,,,,,,,,
通行设施,0.219523151,,,,,,,,,,,,,
公共设施,0.26420058,,,,,,,,,,,,,
金融保险服务,0.375853902,,,,,,,,,,,,,
交通设施服务,0.650277966,,,,,,,,,,,,,
摩托车服务,0.007164489,,,,,,,,,,,,,
道路附属设施,0.003541994,,,,,,,,,,,,,
室内设施,0.023827962,,,,,,,,,,,,,
